the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,SYMBOLOGYQUERY,LATITUDE,LONGITUDE,LASTUPDATE,EDITOR,NOTES,EditingNotes,ID_NCES,CD_CODE,CDS_CODE,DISTRICT_NAME,DISTRICT_TYPE,DISTRICT_NAME_SHORT,GEOID10
POINT (-121.879124986247 37.219708041889),108,Castillero Middle,Public School,6384 Leyland Park Drive,San Jose,95120,School Website 2014/CA_DEPT_EDU,43696666095418,,37.219703109999998,-121.87911192,09/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.761774912865 37.243016628913),264,Ledesma (Rita) Elementary,Public School,1001 Schoolhouse Road,San Jose,95138,School Website 2014/CA_DEPT_EDU,43696256116081,,37.243011680000002,-121.76176185999999,09/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.787361972284 37.234564320021),475,Oak Grove School District,Public School,6578 Santa Teresa Boulevard,San Jose,95119,School Website 2014/CA_DEPT_EDU,43696250000000,,37.23455938,-121.78734891000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.657527770522 37.131452296609),268,Lewis H. Britton Middle,Public School,80 West Central Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695836095384,,37.131447350000002,-121.65751474,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.828893493141 37.23539005525),357,Santa Teresa High,Public School,6150 Snell Road,San Jose,95123,School Website 2014/CA_DEPT_EDU,43694274330023,,37.235385110000003,-121.82888043,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.929034897208 37.304121231286),99,Campbell Adult and Community Education,Public School,1224 Del Mar Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43694014330528,,37.304116290000003,-121.92902180999999,09/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369401,43694014338505,Campbell Union High,High School District,Campbell Union High,0607230
POINT (-121.897005307753 37.228922438958),220,Guadalupe Elementary,Public School,6044 Vera Cruz Drive,San Jose,95120,School Website 2014/CA_DEPT_EDU,43697086049357,,37.228917500000001,-121.89699223,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
POINT (-121.877300629473 37.344314638961),92,"C.A.P.I. Unit,San Jose Hospital",Public School,77 N. 15th Street,San Jose,95112,School Website 2014/CA_DEPT_EDU,43104396096788,,37.344309690000003,-121.87728755000001,08/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.85541466091 37.329459849424),382,Rocketship Mosaic Elementary,Public School,950 Owsley Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694500123299,,37.329454900000002,-121.85540158000001,10/06/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-121.809514490368 37.300361049179),158,Dove Hill Elementary,Public School,1460 Colt Way,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694356107593,,37.300356100000002,-121.80950142,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-122.008432910118 37.362383835168),363,Ponderosa Elementary,Public School,804 Ponderosa Avenue,Sunnyvale,94086,School Website 2014/CA_DEPT_EDU,43696746048995,,37.362378900000003,-122.0084198,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.99180906847 37.298147932297),132,Country Lane Elementary,Public School,5140 Country Lane,San Jose,95129,School Website 2014/CA_DEPT_EDU,43695756047740,,37.298143000000003,-121.99179597,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369575,43695756047831,Moreland Elementary,Elementary School District,Moreland Elem.,0625770
POINT (-122.033102518427 37.25614456965),416,Saratoga Elementary,Public School,14592 Oak Street,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43696826049100,,37.256139640000001,-122.03308942,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369682,43696826049100,Saratoga Union Elementary,Elementary School District,Saratoga Union Elem.,0635910
POINT (-121.594915283762 37.020287850252),320,Mt. Madonna High,Public School,8750 Hirasaki Court,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694844334850,,37.020282909999999,-121.59490228,10/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-121.790310878667 37.226313251921),63,Bernal Intermediate,Public School,6610 San Ignacio Avenue,San Jose,95119,School Website 2014/CA_DEPT_EDU,43696256072177,,37.22630831,-121.79029782000001,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-122.108172925116 37.386307428306),279,Los Altos High,Public School,201 Almond Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43696094334116,,37.386302489999998,-122.1081598,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369609,43696094334736,Mountain View-Los Altos Union High,High School District,Mtn. View-Los Altos Union High,0626310
POINT (-121.980711144095 37.240083741481),148,Daves Avenue Elementary,Public School,17770 Daves Avenue,Los Gatos,95030,School Website 2014/CA_DEPT_EDU,43695266047526,,37.24007881,-121.98069805999999,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369526,43695266047567,Los Gatos Union Elementary,Elementary School District,Los Gatos Union Elem.,0622830
POINT (-121.851872803598 37.325372228288),90,Robert F. Kennedy Elementary,Public School,1602 Lucretia Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694506067201,,37.325367280000002,-121.85185971999999,08/28/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-121.670438468328 37.158908664779),36,Ann Sobrato High,Public School,401 Burnett Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695830102368,,37.158903719999998,-121.67042544,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.965476183139 37.264527825812),104,Village School,Public School,825 West Parr Avenue,Campbell,95008,School Website 2014/CA_DEPT_EDU,43693930106005,,37.264522890000002,-121.96546309,09/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369393,43693936046692,Campbell Union,Elementary School District,Campbell Union,0607200
POINT (-122.082474031013 37.378460403732),62,Benjamin Bubb Elementary,Public School,525 Hans Avenue,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43695916047955,,37.378455469999999,-122.08246090999999,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-122.026526289521 37.34405505613),285,Louis E. Stocklmeir Elementary,Public School,592 Dunholme Way,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694196046957,,37.344050119999999,-122.02651317999999,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.635418154483 37.146731870538),277,Live Oak High,Public School,1505 East Main Avenue,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695834333951,,37.146726919999999,-121.63540513,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.566490158572 37.015922390381),210,Gilroy Adult Education,Public School,7881 Murray Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694844332797,,37.015917450000003,-121.56647716000001,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-121.913157149107 37.440624663361),145,Curtner Elementary,Public School,275 Redwood,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047609,,37.44061971,-121.91314405,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-122.026151610851 37.314818872715),86,C. B. Eaton Elementary,Public School,20220 Suisun Drive,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196046718,,37.314813940000001,-122.02613851,08/28/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.897235711775 37.302652499571),464,Willow Glen Elementary,Public School,1425 Lincoln Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666048763,,37.302647559999997,-121.89722263,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.118594587969 37.421726758834),185,Jane Lathrop Stanford Middle,Public School,480 East Meadow Drive,Palo Alto,94306,School Website 2014/CA_DEPT_EDU,43696416060081,,37.421721820000002,-122.11858146,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.828422593574 37.331054374192),46,Overfelt Adult,Public School,1901 Cunningham Avenue,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694274330387,,37.331049419999999,-121.82840951999999,08/25/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-122.034533757335 37.266081024194),190,Foothill Elementary,Public School,13919 Lynde Avenue,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43696826049084,,37.266076089999999,-122.03452066,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369682,43696826049100,Saratoga Union Elementary,Elementary School District,Saratoga Union Elem.,0635910
POINT (-122.13474110648 37.449483613308),163,Duveneck Elementary,Public School,705 Alester Avenue,Palo Alto,94303,School Website 2014/CA_DEPT_EDU,43696416048292,,37.449478679999999,-122.13472797,09/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-121.838218949314 37.23112410038),390,Sakamoto Elementary,Public School,6280 Shadelands Drive,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256072144,,37.231119159999999,-121.83820588,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.942801601631 37.332228912367),273,Lincoln Community,Public School,2280 Kenwood Drive,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104396100531,,37.332223970000001,-121.94278851,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Current,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.901554365881 37.310844449112),372,River Glen,Public School,1088 Broadway,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666048672,,37.310839510000001,-121.90154128,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.869279568524 37.220416164146),430,Simonds Elementary,Public School,6515 Grapevine Way,San Jose,95120,School Website 2014/CA_DEPT_EDU,43696666048706,,37.220411230000003,-121.86926649999999,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.800369664982 37.346996885263),52,August Boeger Middle,Public School,1944 Flint Avenue,San Jose,95148,School Website 2014/CA_DEPT_EDU,43696176048037,,37.346991930000002,-121.80035659000001,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369617,43696176067227,Mt. Pleasant Elementary,Elementary School District,Mt. Pleasant Elem.,0626400
POINT (-121.947689970274 37.28892197772),469,Campbell Union School District,Public School,155 North Third Street,Campbell,95008,School Website 2014/CA_DEPT_EDU,43693930000000,,37.288917040000001,-121.94767688,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369393,43693936046692,Campbell Union,Elementary School District,Campbell Union,0607200
POINT (-121.798684701592 37.319329112017),231,Holly Oak Elementary,Public School,2995 Rossmore Way,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694356047146,,37.319324160000001,-121.79867163,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-121.940045690642 37.126099494453),87,Loma Prieta Elementary,Public School,23800 Summit Road,Los Gatos,95033,School Website 2014/CA_DEPT_EDU,43695000000000,,37.126094569999999,-121.94003262,08/28/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369500,43695006093058,Loma Prieta Joint Union Elementary,Elementary School District,Loma Prieta Jt. Union Elem.,0622350
POINT (-121.865402289265 37.356163152009),37,Anne Darling Elementary,Public School,333 North 33rd Street,San Jose,95133,School Website 2014/CA_DEPT_EDU,43696666048433,,37.356158200000003,-121.8653892,08/19/2013 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.955960291554 37.345355198558),408,Wilson Education Center,Public School,1840 Benton Street,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696744330130,,37.345350259999996,-121.9559472,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.955960291554 37.345355198558),407,Santa Clara Adult,Public School,1840 Benton Street,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696744330148,,37.345350259999996,-121.9559472,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-122.075200993277 37.374709986276),193,Frank L. Huff Elementary,Public School,253 Martens Avenue,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43695916047971,,37.374705050000003,-122.07518788,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-121.779376592911 37.323771714086),182,Evergreen Valley High,Public School,3300 Quimby Road,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694274330692,,37.323766759999998,-121.77936353,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.779272231178 37.309809878154),181,Evergreen Elementary,Public School,3010 Fowler Road,San Jose,95135,School Website 2014/CA_DEPT_EDU,43694356047138,,37.309804929999999,-121.77925917,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-121.895761442509 37.321350037804),202,Gardner Elementary,Public School,502 Illinois Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666048532,,37.321345090000001,-121.89574836,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.897255757916 37.24901329147),51,Athenour Elementary,Public School,5200 Dent Avenue,San Jose,95118,School Website 2014/CA_DEPT_EDU,43697080117341,,37.249008349999997,-121.89724268000001,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
