the_geom,OBJECTID,PLACENAME,PLACETYPE,ADDRESS,CITY,ZIP,SOURCE,UNIQUEID,SYMBOLOGYQUERY,LATITUDE,LONGITUDE,LASTUPDATE,EDITOR,NOTES,EditingNotes,ID_NCES,CD_CODE,CDS_CODE,DISTRICT_NAME,DISTRICT_TYPE,DISTRICT_NAME_SHORT,GEOID10
POINT (-121.99870436327 37.30400622134),323,Murdock-Portal Elementary,Public School,1188 Wunderlich Drive,San Jose,95129,School Website 2014/CA_DEPT_EDU,43694196047039,,37.304001290000002,-121.99869126999999,10/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.844592172765 37.217937203381),266,Leland High,Public School,6677 Camden Avenue,San Jose,95120,School Website 2014/CA_DEPT_EDU,43696664333522,,37.217932259999998,-121.84457911,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.900937500814 37.353150312584),356,Peter Burnett Middle,Public School,850 North Second Street,San Jose,95112,School Website 2014/CA_DEPT_EDU,43696666062103,,37.35314537,-121.90092441,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.89971429755 37.25350421582),77,Branham High,Public School,1570 Branham Lane,San Jose,95118,School Website 2014/CA_DEPT_EDU,43694014330866,,37.25349928,-121.89970122,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369401,43694014338505,Campbell Union High,High School District,Campbell Union High,0607230
POINT (-121.83852571198 37.390693892117),447,Toyon Elementary,Public School,995 Bard Street,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693776046403,,37.390688939999997,-121.83851263,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369377,43693776111348,Berryessa Union Elementary,Elementary School District,Berryessa Union Elem.,0604800
POINT (-121.833262799456 37.381308985113),307,Millard McCollam Elementary,Public School,3311 Lucian Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693696046254,,37.381304030000003,-121.83324972,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.83222315458 37.369918063167),179,"Escuela Popular/Center for Training and Careers, Family Learning",Public School,149 North White Road,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694270107151,,37.369913109999999,-121.83221007,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.819836452537 37.28541377672),199,Voices College-Bound Language Academy,Public School,4075 Sacramento Avenue,San Jose,95111,School Website 2014/CA_DEPT_EDU,43694500113662,,37.285408830000002,-121.81982338,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-121.919995069174 37.256185303419),345,Oster Elementary,Public School,1855 Lencar Way,San Jose,95124,School Website 2014/CA_DEPT_EDU,43697086049415,,37.256180370000003,-121.91998199,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
POINT (-121.839810986892 37.321358026622),253,KIPP Heritage Academy,Public School,1250 Taper Lane,San Jose,95122,School Website 2014/CA_DEPT_EDU,43694500129205,,37.321353080000002,-121.83979791,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369450,43694506115943,Franklin-McKinley Elementary,Elementary School District,Franklin-McKinley Elem.,0614370
POINT (-121.989943135828 37.31080320915),297,Manuel De Vargas Elementary,Public School,5050 Moorpark Avenue,San Jose,95129,School Website 2014/CA_DEPT_EDU,43694196046965,,37.310798269999999,-121.98993004,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.838844895092 37.352683267569),383,Rocketship Si Se Puede Academy,Public School,2249 Dobern Avenue,San Jose,95116,School Website 2014/CA_DEPT_EDU,43104390119024,,37.352678320000003,-121.83883182,10/06/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.931155567385 37.315055928468),18,Adolescent Day Treatment Center,Public School,650 S. Bascom Avenue,San Jose,95128,School Website 2014/CA_DEPT_EDU,43104396093132,,37.315050990000003,-121.93114248000001,08/14/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Current,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-122.092436377744 37.360847105512),288,Loyola Elementary,Public School,770 Berry Avenue,Los Altos,94024,School Website 2014/CA_DEPT_EDU,43695186047450,,37.360842169999998,-122.09242326,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-122.014917642897 37.26547997243),370,Redwood Middle,Public School,13925 Fruitvale Avenue,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43696826049092,,37.265475039999998,-122.01490455,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369682,43696826049100,Saratoga Union Elementary,Elementary School District,Saratoga Union Elem.,0635910
POINT (-122.071008869612 37.357535206802),34,Oak Avenue Elementary,Public School,1501 Oak Avenue,Los Altos,94024,School Website 2014/CA_DEPT_EDU,43695186047468,,37.357530269999998,-122.07099574999999,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-121.85517156023 37.258775384386),221,Gunderson High,Public School,620 Gaundabert Lane,San Jose,95136,School Website 2014/CA_DEPT_EDU,43696664330080,,37.258770439999999,-121.85515848999999,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.874938857487 37.291950328046),449,University Preparatory Academy Charter,Public School,2315 Canoas Garden Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43104390113431,,37.291945380000001,-121.87492578,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.886379607645 37.303641360607),225,Hammer Montessori at Galarza Elementary,Public School,1610 Bird Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666048565,,37.303636419999997,-121.88636653,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.935201273925 37.242592549965),448,Union Middle,Public School,2130 Los Gatos-Almaden Road,San Jose,95124,School Website 2014/CA_DEPT_EDU,43697086049449,,37.242587620000002,-121.93518819000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
POINT (-122.012244121146 37.302225955007),243,Joaquin Miller Middle,Public School,6151 Rainbow Drive,San Jose,95129,School Website 2014/CA_DEPT_EDU,43694196046882,,37.302221019999998,-122.01223102,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.646897682078 37.107378169734),352,Paradise Valley/Machado Elementary,Public School,1400 La Crosse Drive,Morgan Hill,95037-5675,School Website 2014/CA_DEPT_EDU,43695836098271,,37.10737323,-121.64688466,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-122.061530395615 37.340810572705),457,West Valley Elementary,Public School,1635 Belleville Way,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43694196047104,,37.340805639999999,-122.06151728,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.856610636338 37.400114408498),389,Ruskin Elementary,Public School,1401 Turlock Lane,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776067177,,37.400109450000002,-121.85659755,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369377,43693776111348,Berryessa Union Elementary,Elementary School District,Berryessa Union Elem.,0604800
POINT (-121.881546871217 37.321354376365),456,Washington Elementary,Public School,100 Oak Street,San Jose,95110,School Website 2014/CA_DEPT_EDU,43696666048748,,37.321349429999998,-121.88153379000001,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.06557351239 37.360754363811),31,Alta Vista High,Public School,1325 Bryant Avenue,Mountain View,94040,School Website 2014/CA_DEPT_EDU,43696094334736,,37.360749429999998,-122.0655604,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369609,43696094334736,Mountain View-Los Altos Union High,High School District,Mtn. View-Los Altos Union High,0626310
POINT (-121.831895130944 37.350241364951),47,Mildred Goss Elementary,Public School,2475 Van Winkle Lane,San Jose,95116-3758,School Website 2014/CA_DEPT_EDU,43693696046247,,37.350236410000001,-121.83188205,08/25/2014 12:00:00 AM +0000,ISD_GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.955325946392 37.282941910778),101,Campbell Middle,Public School,295 West Cherry Lane,Campbell,95008,School Website 2014/CA_DEPT_EDU,43693936046528,,37.282936970000002,-121.95531286000001,09/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369393,43693936046692,Campbell Union,Elementary School District,Campbell Union,0607200
POINT (-121.78719087785 37.319189267154),306,Millbrook Elementary,Public School,3200 Millbrook Drive,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694356105787,,37.319184319999998,-121.78717781,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-121.837221099115 37.211531776808),217,Graystone Elementary,Public School,6982 Shearwater Drive,San Jose,95120,School Website 2014/CA_DEPT_EDU,43696666093082,,37.211526839999998,-121.83720803999999,09/12/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.839393489528 37.395182095068),332,Noble Elementary,Public School,3466 Grossmont Drive,San Jose,95132,School Website 2014/CA_DEPT_EDU,43693776046379,,37.395177140000001,-121.83938041,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369377,43693776111348,Berryessa Union Elementary,Elementary School District,Berryessa Union Elem.,0604800
POINT (-122.085574998124 37.411594498673),140,Crittenden Middle,Public School,1701 Rock Street,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695916049472,,37.411589560000003,-122.08556187000001,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-121.896904546998 37.290391443366),467,Willow Glen High,Public School,2001 Cottle Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696664338950,,37.290386499999997,-121.89689147,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.906419393178 37.288423240964),71,Booksin Elementary,Public School,1590 Dry Creek Road,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696666048474,,37.288418299999996,-121.90640630999999,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.838780645004 37.36881645777),191,Foothill High,Public School,230 Pala Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43694274332318,,37.36881151,-121.83876755999999,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.842101068313 37.350815048164),11,Lee Mathson Middle,Public School,2050 Kammerer Avenue,San Jose,95116,School Website 2014/CA_DEPT_EDU,43693696046197,,37.350810099999997,-121.84208799,08/14/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.995211707231 37.356976141227),330,New Valley Continuation High,Public School,1875 Lawrence Road,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696744338406,,37.356971199999997,-121.99519859999999,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.894599995822 37.263901208954),371,Reed Elementary,Public School,1524 Jacob Avenue,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696666048664,,37.263896269999996,-121.89458691999999,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.052587364573 37.361538875318),439,Sunnyvale Middle,Public School,1080 Mango Avenue,Sunnyvale,94087,School Website 2014/CA_DEPT_EDU,43696906049258,,37.361533940000001,-122.05257425000001,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369690,43696906117196,Sunnyvale,Elementary School District,Sunnyvale,0638460
POINT (-121.808525932374 37.230351713239),442,Taylor (Bertha) Elementary,Public School,410 Sautner Drive,San Jose,95123,School Website 2014/CA_DEPT_EDU,43696256097430,,37.230346769999997,-121.80851287,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.769506869746 37.321676265141),107,Carolyn A. Clark Elementary,Public School,3701 Rue Mirassou Drive,San Jose,95148,School Website 2014/CA_DEPT_EDU,43694350102616,,37.321671309999999,-121.76949380000001,09/03/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-122.022205484307 37.327183499988),255,L. P. Collins Elementary,Public School,10300 Blaney Avenue,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196046759,,37.32717856,-122.02219238000001,09/29/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-122.008211315631 37.315377592244),146,D. J. Sedgwick Elementary,Public School,19200 Phil Lane,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196046775,,37.315372660000001,-122.00819822,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.925992484615 37.330509700613),304,Merritt Trace Elementary,Public School,651 Dana Avenue,San Jose,95126,School Website 2014/CA_DEPT_EDU,43696666048656,,37.330504759999997,-121.92597938999999,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.969363026185 37.287208234986),183,Experimental Preschool Deaf,Public School,1125 W. Campbell Avenue,Campbell,95008,School Website 2014/CA_DEPT_EDU,43104396093124,,37.287203300000002,-121.96934993000001,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.795112955808 37.234722107674),414,Santa Teresa Elementary,Public School,6200 Encinal Drive,San Jose,95119,School Website 2014/CA_DEPT_EDU,43696256067243,,37.234717160000002,-121.7950999,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.634262205306 37.111404304955),474,Morgan Hill Unified School District,Public School,15600 Concord Circle,Morgan Hill,95037,School Website 2014/CA_DEPT_EDU,43695830000000,,37.11139936,-121.63424918,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-122.156459004728 37.437461092768),349,Palo Alto Adult Education,Public School,50 Embarcadero Road,Palo Alto,94301,School Website 2014/CA_DEPT_EDU,43696414335584,,37.437456160000004,-122.15644587,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369641,43696416118707,Palo Alto Unified,Unified School District,Palo Alto Unified,0629610
POINT (-122.101310059871 37.384334533242),26,Almond Elementary,Public School,550 Almond Avenue,Los Altos,94022,School Website 2014/CA_DEPT_EDU,43695186047377,,37.384329600000001,-122.10129694,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369518,43695186047500,Los Altos Elementary,Elementary School District,Los Altos Elem.,0622650
POINT (-121.586752355615 37.030832951447),42,Antonio Del Buono Elementary,Public School,9300 Wren Avenue,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846116461,,37.03082801,-121.58673935,08/25/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-122.025184312799 37.289186389978),69,Blue Hills Elementary,Public School,12300 De Sanka Avenue,Saratoga,95070,School Website 2014/CA_DEPT_EDU,43694196067185,,37.289181460000002,-122.02517121,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.855255028123 37.270057297263),368,Rachel Carson Elementary,Public School,4245 Meg Drive,San Jose,95136,School Website 2014/CA_DEPT_EDU,43696666093090,,37.27005235,-121.85524196,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.897236491454 37.290849940911),465,Willow Glen Plus (Continuation),Public School,2001 Cottle Avenue,San Jose,95125,School Website 2014/CA_DEPT_EDU,43696664330445,,37.290844999999997,-121.89722341,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-122.054499982094 37.315187152686),6,Abraham Lincoln Elementary,Public School,21710 McClellan Road,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196046940,,37.315508340000001,-122.05453144000001,08/13/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.844608553125 37.348777290299),8,Cesar Chavez Elementary,Public School,2000 Kammerer Avenue,San Jose,95116,School Website 2014/CA_DEPT_EDU,43693696046239,,37.348772339999996,-121.84459547,08/14/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.833994412585 37.369243410603),180,Alum Rock Union Elementary,Public School,2930 Gay Avenue,San Jose,95127,School Website 2014/CA_DEPT_EDU,43693690000000,,37.369238459999998,-121.83398133,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369369,43693696089270,Alum Rock Union Elementary,Elementary School District,Alum Rock Union Elem.,0602310
POINT (-121.958765714002 37.291334566633),166,Eastfield Children's Center,Public School,251 Llewellyn Avenue,Cambell,95008,School Website 2014/CA_DEPT_EDU,43104396085534,,37.29132963,-121.95875262,09/10/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Current,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.768006673977 37.225384002142),302,Martin Murphy Middle,Public School,141 Avenida Espana,San Jose,95139,School Website 2014/CA_DEPT_EDU,43695836100325,,37.225379060000002,-121.76799362,09/30/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369583,43695836118541,Morgan Hill Unified,Unified School District,Morgan Hill Unified,0625830
POINT (-121.959059314792 37.358138934865),421,Scott Lane Elementary,Public School,1925 Scott Boulevard,Santa Clara,95050,School Website 2014/CA_DEPT_EDU,43696746049019,,37.358133989999999,-121.95904622,10/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.812643994818 37.267569987221),150,Davis (Caroline) Intermediate,Public School,5035 Edenview Drive,San Jose,95111,School Website 2014/CA_DEPT_EDU,43696256048094,,37.267565040000001,-121.81263093,09/08/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369625,43696256117014,Oak Grove Elementary,Elementary School District,Oak Grove Elem.,0627810
POINT (-121.78726014195 37.297097070283),239,James Franklin Smith Elementary,Public School,2220 Woodbury Lane,San Jose,95121,School Website 2014/CA_DEPT_EDU,43694356117956,,37.297092120000002,-121.78724708,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369435,43694356117956,Evergreen Elementary,Elementary School District,Evergreen Elem.,0613140
POINT (-121.870472119626 37.423923927228),247,John Sinnott Elementary,Public School,2025 Yellowstone Avenue,Milpitas,95035,School Website 2014/CA_DEPT_EDU,43733876047625,,37.423918970000003,-121.87045903000001,09/22/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4373387,43733876067219,Milpitas Unified,Unified School District,Milpitas Unified,0624500
POINT (-121.858654411248 37.365042160409),21,Adult Education Program,Public School,625 Educational Park Drive,San Jose,95133,School Website 2014/CA_DEPT_EDU,43694274336418,,37.365037209999997,-121.85864133,08/18/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  High School District,Both,,4369427,43694274337903,East Side Union High,High School District,East Side Union High,0611820
POINT (-121.883658602127 37.269350573148),224,Hacienda Science/Environmental Magnet,Public School,1290 Kimberly Drive,San Jose,95118,School Website 2014/CA_DEPT_EDU,43696666048722,,37.269345629999997,-121.88364553,09/15/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369666,43696666121073,San Jose Unified,Unified School District,San Jose Unified,0634590
POINT (-121.985595358597 37.365808228501),19,Adrian Wilcox High,Public School,3250 Monroe Street,Santa Clara,95051,School Website 2014/CA_DEPT_EDU,43696744338802,,37.365803290000002,-121.98558226,08/14/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369674,43696746048805,Santa Clara Unified,Unified School District,Santa Clara Unified,0635430
POINT (-121.812420019427 37.314925508035),208,Rouleau Center,Public School,1875 Monrovia Drive,San Jose,95121,School Website 2014/CA_DEPT_EDU,43104396095970,,37.314920559999997,-121.81240695,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  County Office of Education (COE),Both,,4310439,43104396069371,Santa Clara County Office of Education,County Office of Education (COE),Santa Clara County Office of Education,
POINT (-121.800214341057 37.348377981233),55,Southeast Consortium,Public School,3434 Marten Avenue,San Jose,95148,School Website 2014/CA_DEPT_EDU,43696170000000,,37.348373029999998,-121.80020127,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369617,43696176067227,Mt. Pleasant Elementary,Elementary School District,Mt. Pleasant Elem.,0626400
POINT (-122.098456108491 37.408876660722),312,Monta Loma Elementary,Public School,460 Thompson Avenue,Mountain View,94043,School Website 2014/CA_DEPT_EDU,43695916049480,,37.40887172,-122.09844298,10/02/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369591,43695916049514,Mountain View Whisman,Elementary School District,Mtn. View Whisman,0626280
POINT (-121.586981095948 37.054460652809),388,Rucker Elementary,Public School,325 Santa Clara Avenue,Santa Clara,95020,School Website 2014/CA_DEPT_EDU,43694846047336,,37.054455709999999,-121.58696809,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-122.024122669347 37.386474002185),66,Bishop Elementary,Public School,450 North Sunnyvale Avenue,Sunnyvale,94085,School Website 2014/CA_DEPT_EDU,43696906049142,,37.386469060000003,-122.02410956,08/26/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369690,43696906117196,Sunnyvale,Elementary School District,Sunnyvale,0638460
POINT (-121.956550795893 37.234371849669),68,Blossom Hill Elementary,Public School,16400 Blossom Hill Road,Los Gatos,95032,School Website 2014/CA_DEPT_EDU,43695266047518,,37.234366919999999,-121.95653771000001,08/27/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369526,43695266047567,Los Gatos Union Elementary,Elementary School District,Los Gatos Union Elem.,0622830
POINT (-122.011123986713 37.311218894954),455,Warren E. Hyde Middle,Public School,19325 Bollinger Road,Cupertino,95014,School Website 2014/CA_DEPT_EDU,43694196047096,,37.311213960000003,-122.01111089,10/09/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369419,43694196067185,Cupertino Union,Elementary School District,Cupertino Union,0610290
POINT (-121.914016612056 37.238267559613),333,Noddin Elementary,Public School,1755 Gilda Way,San Jose,95124,School Website 2014/CA_DEPT_EDU,43697086049407,,37.23826262,-121.91400353,10/06/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369708,43697086049449,Union Elementary,Elementary School District,Union Elem.,0640320
POINT (-121.955520273184 37.295111844691),387,Rosemary Elementary,Public School,401 West Hamilton Avenue,Campbell,95008,School Website 2014/CA_DEPT_EDU,43693936046676,,37.295106910000001,-121.95550718,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Elementary School District,Both,,4369393,43693936046692,Campbell Union,Elementary School District,Campbell Union,0607200
POINT (-121.572715160172 37.000731004257),204,Glen View Elementary,Public School,600 Eighth Street,Gilroy,95020,School Website 2014/CA_DEPT_EDU,43694846047310,,37.000726069999999,-121.57270216000001,09/11/2014 12:00:00 AM +0000,ISD-GIS,Public School  :  Unified School District,Both,,4369484,43694846116461,Gilroy Unified,Unified School District,Gilroy Unified,0615180
POINT (-121.576826924025 37.003240626139),411,Santa Clara County ROP-South,Public School,"700 West Sixth Street, Suite L",Gilroy,95020,School Website 2014/CA_DEPT_EDU,43743024395042,,37.003235689999997,-121.57681392000001,10/07/2014 12:00:00 AM +0000,ISD-GIS,Public School  :,Both,,,,,,,
